ticker,last_close,last_change_pct,last_change,last_volume(M),last_date,fiftytwo_week_high,fiftytwo_week_low,sma_21,sma_50,sma_200,rsi,atr,atr%,up_3_days,down_3_days,max_value_latest_week,max_date_latest_week,min_value_latest_week,min_date_latest_week,pct_change_latest_week,max_value_latest_month,max_date_latest_month,min_value_latest_month,min_date_latest_month,pct_change_latest_month,max_value_latest_year,max_date_latest_year,min_value_latest_year,min_date_latest_year,pct_change_latest_year,max_value_all_time,max_date_all_time,min_value_all_time,min_date_all_time,pct_change_all_time
NEM,42.04,-0.5,-0.21,5.68,2024-11-27,58.68,29.86,43.47,49.58,44.14,32.85,1.17,2.78,0,1,42.46,2024-11-25,42.04,2024-11-27,-0.99,46.0,2024-11-05,40.68,2024-11-14,-7.11,58.68,2024-10-22,29.86,2024-02-27,2.76,85.42,2022-04-18,7.4,1982-06-21,309.48
NFLX,877.34,0.54,4.74,2.48,2024-11-27,897.79,446.73,823.18,765.86,667.53,69.42,20.86,2.38,0,0,877.34,2024-11-27,865.59,2024-11-25,1.36,897.79,2024-11-22,755.51,2024-11-04,16.03,897.79,2024-11-22,468.5,2024-01-02,87.27,897.79,2024-11-22,0.37,2002-10-09,73229.89
NI,38.25,0.0,0.0,2.43,2024-11-27,38.25,25.06,36.34,35.28,30.66,75.03,0.55,1.43,0,0,38.25,2024-11-26,37.95,2024-11-25,0.79,38.25,2024-11-26,34.49,2024-11-01,10.9,38.25,2024-11-26,25.06,2024-02-08,41.61,38.25,2024-11-26,1.62,1987-12-15,694.66
NKE,78.34,0.94,0.73,6.78,2024-11-27,122.64,71.09,76.47,80.39,86.58,52.64,1.72,2.19,0,0,79.26,2024-11-25,77.61,2024-11-26,-1.16,79.26,2024-11-25,73.36,2024-11-20,0.36,107.18,2024-02-12,71.09,2024-07-24,-26.48,177.51,2021-11-05,0.11,1984-10-31,43497.79
NOC,489.08,0.13,0.65,0.57,2024-11-27,543.88,423.42,505.81,518.56,480.59,36.94,9.96,2.04,0,0,489.08,2024-11-27,485.27,2024-11-25,0.79,533.7,2024-11-11,485.27,2024-11-25,-3.53,543.88,2024-10-01,423.42,2024-06-13,4.04,549.01,2022-10-31,5.99,1982-03-12,6101.25
NOW,1041.4,-2.68,-28.67,0.98,2024-11-27,1070.07,643.29,1013.01,958.31,816.26,60.16,23.78,2.28,0,0,1070.07,2024-11-26,1041.4,2024-11-27,-1.07,1070.07,2024-11-26,943.41,2024-11-01,10.39,1070.07,2024-11-26,643.29,2024-05-30,51.47,1070.07,2024-11-26,23.74,2012-07-11,4133.33
NRG,98.89,-2.24,-2.27,2.04,2024-11-27,101.16,46.85,93.33,91.02,78.34,60.46,3.89,3.93,0,0,101.16,2024-11-26,91.87,2024-11-25,7.64,101.16,2024-11-26,86.72,2024-11-01,14.03,101.16,2024-11-26,50.51,2024-01-11,92.96,101.16,2024-11-26,8.98,2016-01-25,927.43
NSC,275.38,-0.26,-0.71,0.42,2024-11-27,277.0,209.9,264.17,255.59,243.45,63.91,5.67,2.06,0,0,276.09,2024-11-26,275.38,2024-11-27,-0.2,277.0,2024-11-06,247.59,2024-11-04,10.11,277.0,2024-11-06,209.9,2024-06-27,16.85,297.71,2021-12-31,4.51,1982-06-17,5680.57
NTAP,122.43,-5.53,-7.17,1.78,2024-11-27,134.62,84.6,120.95,122.31,116.11,50.27,3.93,3.21,0,0,129.6,2024-11-26,122.43,2024-11-27,-2.97,129.6,2024-11-26,115.45,2024-11-04,5.45,134.62,2024-07-10,84.6,2024-02-21,42.01,148.62,2000-10-20,1.28,1995-11-21,9455.51
NTRS,110.59,-0.14,-0.16,0.59,2024-11-27,110.75,77.47,106.17,98.98,88.33,73.67,1.92,1.74,0,0,110.75,2024-11-26,110.53,2024-11-25,0.05,110.75,2024-11-26,99.93,2024-11-01,10.67,110.75,2024-11-26,77.47,2024-02-13,30.31,133.62,2022-01-14,0.77,1980-03-27,13628.41
NUE,154.77,0.5,0.77,1.1,2024-11-27,200.97,137.77,150.76,150.35,163.8,55.92,4.76,3.08,1,0,154.77,2024-11-27,153.44,2024-11-25,0.87,167.74,2024-11-06,142.6,2024-11-04,7.81,200.97,2024-04-05,137.77,2024-09-11,-11.78,200.97,2024-04-05,0.66,1980-03-27,19322.12
NVDA,135.34,-1.15,-1.58,223.93,2024-11-27,148.88,45.5,142.1,135.26,111.74,43.52,5.27,3.9,0,0,136.92,2024-11-26,135.34,2024-11-27,-0.5,148.88,2024-11-07,135.34,2024-11-27,-0.04,148.88,2024-11-07,47.57,2024-01-03,180.97,148.88,2024-11-07,0.03,1999-04-26,329868.77
NVR,9193.62,-0.31,-28.38,0.01,2024-11-27,9924.4,6107.11,9141.82,9406.08,8358.85,49.71,217.3,2.36,0,0,9293.06,2024-11-25,9193.62,2024-11-27,-1.07,9455.81,2024-11-05,8865.63,2024-11-18,0.59,9924.4,2024-10-18,6857.43,2024-01-24,31.92,9924.4,2024-10-18,0.25,1990-11-26,30167.06
NWS,31.72,-0.91,-0.29,0.52,2024-11-27,32.22,22.72,31.19,29.2,27.8,63.56,0.61,1.93,0,0,32.12,2024-11-25,31.72,2024-11-27,-1.25,32.22,2024-11-08,29.08,2024-11-01,9.08,32.22,2024-11-08,24.51,2024-01-17,23.86,32.22,2024-11-08,8.14,2020-03-23,104.25
NWSA,29.05,-0.79,-0.23,1.72,2024-11-27,29.54,21.77,28.73,27.31,26.66,60.15,0.54,1.87,0,1,29.46,2024-11-25,29.05,2024-11-27,-1.39,29.54,2024-11-21,27.32,2024-11-01,6.33,29.54,2024-11-21,23.48,2024-01-17,18.96,29.54,2024-11-21,8.18,2020-04-03,83.86
NXPI,226.53,-0.93,-2.13,1.52,2024-11-27,290.78,204.08,228.46,233.44,248.18,47.15,7.23,3.19,0,0,233.85,2024-11-25,226.53,2024-11-27,-3.13,238.59,2024-11-01,217.04,2024-11-15,-5.05,290.78,2024-07-16,205.48,2024-01-17,2.42,290.78,2024-07-16,10.68,2010-08-24,1518.07
O,58.32,0.99,0.57,2.41,2024-11-27,64.71,50.8,57.67,60.48,56.62,48.21,0.96,1.65,0,0,58.32,2024-11-27,57.45,2024-11-25,1.51,59.29,2024-11-04,56.07,2024-11-14,-0.95,64.71,2024-10-18,50.8,2024-04-16,-0.43,79.88,2020-02-21,7.39,1994-11-18,652.33
ODFL,224.11,-0.82,-1.86,1.16,2024-11-27,231.84,168.53,217.76,205.66,198.78,60.18,5.81,2.59,0,0,225.97,2024-11-26,224.11,2024-11-27,-0.44,231.84,2024-11-11,200.98,2024-11-01,11.51,231.84,2024-11-11,168.53,2024-06-07,12.69,231.84,2024-11-11,0.33,1995-12-27,39173.11
OKE,112.59,-0.76,-0.86,2.14,2024-11-27,117.05,66.06,107.0,99.98,86.08,63.88,2.69,2.39,0,0,113.45,2024-11-26,111.52,2024-11-25,0.96,117.05,2024-11-22,93.36,2024-11-01,20.6,117.05,2024-11-22,67.94,2024-02-06,58.53,117.05,2024-11-22,1.07,1988-04-08,2798.04
OMC,104.35,-0.27,-0.28,0.97,2024-11-27,105.49,79.79,102.41,102.41,95.64,56.5,2.21,2.12,0,0,104.63,2024-11-26,104.35,2024-11-27,-0.24,105.06,2024-11-06,96.86,2024-11-15,3.24,105.49,2024-10-16,84.59,2024-02-09,19.6,105.49,2024-10-16,1.38,1980-04-07,6714.69
ON,70.35,-0.66,-0.47,3.72,2024-11-27,86.21,60.65,69.62,70.23,72.11,52.07,2.65,3.76,0,0,72.39,2024-11-25,70.35,2024-11-27,-2.82,72.39,2024-11-25,64.76,2024-11-15,-0.9,82.96,2024-03-07,60.65,2024-04-22,-13.63,108.09,2023-08-01,0.91,2002-10-04,193.12
ORCL,182.7,-4.03,-7.67,7.06,2024-11-27,192.43,100.31,183.85,176.79,141.29,49.98,4.39,2.4,0,0,190.37,2024-11-26,182.7,2024-11-27,-2.81,192.43,2024-11-21,169.59,2024-11-04,7.46,192.43,2024-11-21,102.46,2024-01-03,75.57,192.43,2024-11-21,0.04,1986-09-11,288653.32
ORLY,1244.01,-0.02,-0.21,0.21,2024-11-27,1244.22,925.4,1207.4,1186.07,1100.06,62.33,21.91,1.76,0,0,1244.22,2024-11-26,1238.76,2024-11-25,0.42,1244.22,2024-11-26,1146.59,2024-11-01,8.5,1244.22,2024-11-26,925.4,2024-01-05,31.64,1244.22,2024-11-26,2.28,1993-04-28,51599.12
OTIS,102.52,0.54,0.55,1.37,2024-11-27,106.01,84.33,100.3,101.63,97.15,57.27,1.75,1.71,0,0,102.52,2024-11-27,101.97,2024-11-26,0.06,102.52,2024-11-27,99.1,2024-11-15,3.1,106.01,2024-10-18,85.45,2024-01-17,15.93,106.01,2024-10-18,40.0,2020-03-23,126.56
OXY,50.32,0.94,0.47,6.04,2024-11-27,69.26,49.57,50.63,51.7,58.88,45.47,1.14,2.26,0,0,50.44,2024-11-25,49.85,2024-11-26,-0.24,51.93,2024-11-22,49.57,2024-11-01,1.51,69.26,2024-04-11,49.57,2024-11-01,-16.2,110.89,2011-05-02,7.07,1999-03-02,337.69
PANW,384.37,-3.03,-12.03,4.62,2024-11-27,402.36,261.97,384.25,367.4,326.46,51.83,11.45,2.98,0,0,396.4,2024-11-26,384.37,2024-11-27,-0.52,402.36,2024-11-13,361.12,2024-11-04,5.99,402.36,2024-11-13,261.97,2024-02-21,33.04,402.36,2024-11-13,13.19,2013-06-24,2070.36
PARA,10.77,1.22,0.13,11.25,2024-11-27,16.85,9.61,10.99,10.68,11.19,48.95,0.36,3.31,0,0,11.12,2024-11-25,10.64,2024-11-26,-3.15,11.55,2024-11-11,10.33,2024-11-19,-1.91,14.69,2024-01-08,9.61,2024-06-18,-25.21,100.34,2021-03-22,3.09,2009-03-09,-59.66
PAYC,234.99,-0.53,-1.25,0.5,2024-11-27,236.24,140.16,221.75,189.69,174.81,75.32,6.03,2.57,0,0,236.24,2024-11-26,234.63,2024-11-25,0.15,236.24,2024-11-26,210.65,2024-11-01,11.55,236.24,2024-11-26,140.16,2024-07-09,14.85,553.23,2021-11-02,12.41,2014-07-17,1430.88
PAYX,145.71,-0.33,-0.48,1.01,2024-11-27,148.73,116.17,144.05,140.87,127.92,57.83,2.23,1.53,0,0,146.19,2024-11-26,145.26,2024-11-25,0.31,148.73,2024-11-11,139.09,2024-11-01,4.76,148.73,2024-11-11,116.17,2024-07-08,23.62,148.73,2024-11-11,0.13,1984-02-24,69919.9
PCAR,116.18,0.31,0.36,1.56,2024-11-27,124.46,91.31,112.16,106.94,106.67,62.31,2.47,2.12,0,0,116.54,2024-11-25,115.82,2024-11-26,-0.31,116.8,2024-11-13,103.35,2024-11-01,12.41,124.46,2024-03-27,91.64,2024-08-07,20.05,124.46,2024-03-27,0.62,1980-04-23,13825.96
PCG,21.63,0.56,0.12,8.79,2024-11-27,21.63,16.03,20.83,20.37,18.39,69.84,0.36,1.66,0,0,21.63,2024-11-27,21.19,2024-11-25,2.08,21.63,2024-11-27,19.95,2024-11-04,7.93,21.63,2024-11-27,16.03,2024-04-16,19.83,71.56,2017-09-11,3.8,2019-10-28,53.13
PDD,98.8,-0.51,-0.51,9.02,2024-11-27,157.57,89.17,114.09,123.34,127.4,28.0,4.89,4.94,0,0,100.69,2024-11-25,98.8,2024-11-27,-1.88,125.87,2024-11-07,98.8,2024-11-27,-18.05,157.57,2024-05-24,89.17,2024-08-28,-32.16,202.82,2021-02-17,17.15,2018-11-13,270.04
PEG,94.2,-0.33,-0.31,2.5,2024-11-27,94.51,56.98,88.51,88.94,76.45,68.25,1.74,1.85,0,0,94.51,2024-11-26,93.02,2024-11-25,1.27,94.51,2024-11-26,81.87,2024-11-04,7.89,94.51,2024-11-26,56.98,2024-01-24,53.07,94.51,2024-11-26,5.25,1980-03-06,1377.65
PEP,162.72,0.35,0.56,3.62,2024-11-27,183.11,156.72,163.19,168.19,170.57,44.57,2.54,1.56,0,0,163.05,2024-11-25,162.16,2024-11-26,-0.2,167.85,2024-11-05,156.72,2024-11-19,-1.73,183.11,2024-05-16,156.72,2024-11-19,-5.89,196.12,2023-05-12,0.54,1974-10-03,10058.24
PFE,25.83,0.23,0.06,22.76,2024-11-27,31.39,24.8,26.46,27.97,28.08,40.51,0.6,2.32,0,0,26.17,2024-11-25,25.77,2024-11-26,-1.3,28.09,2024-11-01,24.8,2024-11-15,-8.05,31.39,2024-07-30,24.8,2024-11-15,-13.12,61.25,2021-12-16,0.43,1974-10-04,3067.98
PFG,87.28,0.56,0.49,0.64,2024-11-27,91.26,72.94,85.26,86.35,82.22,56.68,1.59,1.82,0,0,87.28,2024-11-27,86.79,2024-11-26,0.28,87.28,2024-11-27,81.56,2024-11-04,6.21,91.26,2024-10-17,72.94,2024-08-05,10.33,95.0,2022-11-11,5.88,2009-03-09,315.62
PG,179.36,0.03,0.05,4.15,2024-11-27,179.36,143.91,169.14,170.21,166.3,74.04,2.45,1.37,1,0,179.36,2024-11-27,177.39,2024-11-25,1.11,179.36,2024-11-27,161.05,2024-11-06,8.64,179.36,2024-11-27,147.42,2024-01-05,20.59,179.36,2024-11-27,0.91,1962-06-27,12445.39
PGR,266.86,-0.43,-1.16,2.78,2024-11-27,268.02,153.41,256.61,253.67,224.08,64.98,4.95,1.85,0,0,268.02,2024-11-26,265.88,2024-11-25,0.37,268.02,2024-11-26,241.48,2024-11-04,9.95,268.02,2024-11-26,161.63,2024-01-02,65.11,268.02,2024-11-26,0.05,1980-03-27,465559.22
PH,699.88,-0.99,-6.97,0.33,2024-11-27,709.46,428.06,684.89,653.27,572.17,62.26,12.28,1.76,0,0,706.85,2024-11-26,699.88,2024-11-27,-0.64,709.46,2024-11-06,635.03,2024-11-01,10.21,709.46,2024-11-06,450.68,2024-01-03,52.61,709.46,2024-11-06,2.96,1982-08-12,13270.35
PHM,136.53,0.69,0.93,1.27,2024-11-27,149.04,88.01,130.71,136.5,121.98,57.34,3.82,2.8,0,0,137.65,2024-11-25,135.6,2024-11-26,-0.81,137.65,2024-11-25,127.48,2024-11-13,6.35,149.04,2024-10-18,100.31,2024-01-04,34.45,149.04,2024-10-18,0.14,1980-03-27,73482.44
PKG,247.03,-0.4,-1.0,0.35,2024-11-27,248.03,161.37,238.94,226.86,197.01,73.19,4.03,1.63,0,0,248.03,2024-11-26,247.03,2024-11-27,-0.1,248.03,2024-11-26,229.99,2024-11-01,7.41,248.03,2024-11-26,161.37,2024-02-02,50.73,248.03,2024-11-26,9.56,2000-03-17,1958.58
PLD,117.8,1.4,1.63,2.65,2024-11-27,137.12,101.88,114.86,119.09,119.72,53.28,2.5,2.13,0,0,118.07,2024-11-25,116.17,2024-11-26,-0.23,118.07,2024-11-25,112.75,2024-11-12,3.88,135.07,2024-03-08,101.88,2024-05-01,-12.49,173.01,2022-04-28,9.72,2009-03-06,412.17
PLTR,66.05,0.47,0.31,53.68,2024-11-27,66.05,15.98,57.32,47.68,31.14,73.03,3.06,4.64,1,0,66.05,2024-11-27,64.65,2024-11-25,2.17,66.05,2024-11-27,41.41,2024-11-04,57.56,66.05,2024-11-27,15.98,2024-01-05,298.37,66.05,2024-11-27,6.0,2022-12-27,595.26
PM,131.82,-0.35,-0.46,1.98,2024-11-27,132.8,88.6,129.15,125.26,108.67,58.94,2.5,1.9,0,0,132.28,2024-11-26,130.71,2024-11-25,0.85,132.28,2024-11-26,123.78,2024-11-07,0.9,132.8,2024-10-24,88.6,2024-04-15,37.94,132.8,2024-10-24,32.34,2009-03-03,166.9
PNC,215.0,0.37,0.8,1.57,2024-11-27,215.0,132.38,203.4,192.93,169.17,72.44,3.99,1.85,1,0,215.0,2024-11-27,212.47,2024-11-25,1.19,215.0,2024-11-27,185.95,2024-11-04,14.88,215.0,2024-11-27,144.85,2024-02-26,37.38,226.45,2022-01-13,2.16,1975-12-05,8090.48
PNR,108.96,-0.14,-0.15,0.9,2024-11-27,109.11,63.72,104.32,100.29,86.3,73.85,2.06,1.89,0,0,109.11,2024-11-26,107.94,2024-11-25,0.94,109.11,2024-11-26,98.47,2024-11-01,10.65,109.11,2024-11-26,68.28,2024-01-03,53.64,109.11,2024-11-26,0.38,1975-12-15,10423.77
PNW,94.52,0.77,0.72,1.18,2024-11-27,94.52,66.39,90.65,89.21,80.77,67.44,1.64,1.74,0,0,94.52,2024-11-27,92.88,2024-11-25,1.77,94.52,2024-11-27,85.71,2024-11-04,10.12,94.52,2024-11-27,66.39,2024-02-08,29.11,103.6,2020-02-21,5.25,1989-11-28,322.44
PODD,266.92,0.19,0.5,0.41,2024-11-27,275.7,161.02,256.38,243.19,200.84,65.45,7.02,2.63,0,0,266.92,2024-11-27,266.42,2024-11-26,0.13,275.7,2024-11-11,235.61,2024-11-01,13.29,275.7,2024-11-11,161.02,2024-05-13,27.65,330.23,2023-05-12,2.67,2009-03-11,1572.43
POOL,376.83,-0.45,-1.71,0.24,2024-11-27,418.97,296.17,366.35,366.84,363.68,56.51,11.29,3.0,0,0,390.03,2024-11-25,376.83,2024-11-27,-3.38,390.03,2024-11-25,351.19,2024-11-13,3.79,418.97,2024-03-21,296.17,2024-07-09,-2.92,577.85,2021-11-18,0.88,1995-10-18,40779.31
PPG,123.45,0.08,0.1,0.98,2024-11-27,150.38,118.32,123.92,126.8,130.54,46.32,2.14,1.73,0,0,125.79,2024-11-25,123.35,2024-11-26,-1.86,125.98,2024-11-07,121.08,2024-11-19,-0.77,147.39,2024-01-08,118.32,2024-08-07,-16.18,182.33,2021-06-04,1.65,1980-03-27,7215.56
PPL,35.0,0.46,0.16,2.93,2024-11-27,35.0,25.44,33.43,32.89,29.7,67.82,0.54,1.55,0,0,35.0,2024-11-27,34.4,2024-11-25,1.74,35.0,2024-11-27,31.56,2024-11-01,10.9,35.0,2024-11-27,25.44,2024-01-24,27.23,51.38,2008-01-09,3.43,1980-03-24,817.93
PRU,129.52,0.32,0.41,0.99,2024-11-27,129.52,96.6,125.33,123.92,117.54,60.64,2.46,1.9,1,0,129.52,2024-11-27,128.71,2024-11-25,0.63,129.52,2024-11-27,120.18,2024-11-05,6.79,129.52,2024-11-27,101.84,2024-01-18,23.86,129.52,2024-11-27,11.29,2009-03-05,342.05
PSA,351.36,0.38,1.32,0.5,2024-11-27,365.01,257.73,335.99,343.15,306.02,61.22,7.46,2.12,1,0,351.36,2024-11-27,347.83,2024-11-25,1.01,351.36,2024-11-27,323.66,2024-11-01,8.56,365.01,2024-09-23,257.73,2024-04-26,12.68,419.9,2022-04-20,6.25,1990-10-15,2387.5
PSX,133.35,-0.67,-0.9,2.15,2024-11-27,172.71,120.01,128.25,130.57,140.57,60.73,2.7,2.03,0,0,134.25,2024-11-26,133.28,2024-11-25,0.05,134.25,2024-11-26,120.01,2024-11-01,11.12,172.71,2024-04-03,120.01,2024-11-01,-0.7,172.71,2024-04-03,29.35,2012-05-07,292.21
PTC,199.01,-0.13,-0.25,0.54,2024-11-27,200.59,155.49,192.01,185.84,180.52,64.49,3.99,2.0,0,0,200.59,2024-11-25,199.01,2024-11-27,-0.79,200.59,2024-11-25,185.03,2024-11-01,7.56,200.59,2024-11-25,164.76,2024-09-06,18.02,200.59,2024-11-25,1.61,1990-10-15,10817.12
PWR,343.94,-0.77,-2.66,0.53,2024-11-27,346.6,185.61,325.54,313.56,271.77,71.17,8.1,2.35,0,0,346.6,2024-11-26,342.92,2024-11-25,0.3,346.6,2024-11-26,303.5,2024-11-01,13.32,346.6,2024-11-26,193.28,2024-01-24,64.35,346.6,2024-11-26,1.82,2002-10-07,4485.87
PYPL,86.57,-0.43,-0.37,5.33,2024-11-27,87.77,56.13,83.65,81.31,68.17,60.9,1.94,2.24,0,0,87.77,2024-11-25,86.57,2024-11-27,-1.37,87.77,2024-11-25,77.25,2024-11-01,12.06,87.77,2024-11-25,56.13,2024-02-08,40.86,308.53,2021-07-23,30.63,2015-09-29,135.82
QCOM,156.4,-0.34,-0.53,6.33,2024-11-27,227.09,127.91,163.24,167.2,176.38,40.53,5.12,3.27,0,0,158.82,2024-11-25,156.4,2024-11-27,-1.52,172.99,2024-11-06,154.27,2024-11-20,-5.37,227.09,2024-06-18,136.17,2024-01-04,11.53,227.09,2024-06-18,0.41,1992-09-23,27704.44
QRVO,68.4,0.37,0.25,1.22,2024-11-27,129.21,65.6,69.04,88.2,105.14,30.9,2.42,3.54,0,0,69.71,2024-11-25,68.15,2024-11-26,-1.88,72.86,2024-11-06,65.6,2024-11-13,-4.81,129.21,2024-07-16,65.6,2024-11-13,-37.2,199.54,2021-04-29,34.53,2016-02-11,-2.84
RCL,241.62,-1.18,-2.88,1.1,2024-11-27,244.5,105.91,227.77,205.4,161.08,71.09,5.92,2.45,0,0,244.5,2024-11-26,240.39,2024-11-25,0.51,244.5,2024-11-26,202.06,2024-11-01,19.58,244.5,2024-11-26,114.9,2024-02-21,101.12,244.5,2024-11-26,5.5,2009-03-02,2547.89
REG,75.91,1.21,0.91,0.75,2024-11-27,75.91,56.98,73.66,72.42,65.65,69.13,1.08,1.42,0,0,75.91,2024-11-27,74.02,2024-11-25,2.55,75.91,2024-11-27,71.42,2024-11-01,6.29,75.91,2024-11-27,56.98,2024-04-16,12.08,92.79,2007-02-07,15.25,1994-12-02,294.34
REGN,754.87,0.24,1.84,0.54,2024-11-27,1201.76,738.0,795.84,921.43,998.69,22.54,20.84,2.76,1,0,754.87,2024-11-27,749.51,2024-11-25,0.72,843.6,2024-11-01,738.0,2024-11-22,-10.52,1201.76,2024-08-27,738.0,2024-11-22,-16.59,1201.76,2024-08-27,3.0,1994-12-30,3473.35
RF,27.25,-0.22,-0.06,5.39,2024-11-27,27.47,16.47,25.8,24.34,21.24,72.19,0.55,2.01,0,0,27.47,2024-11-25,27.25,2024-11-27,-0.8,27.47,2024-11-25,23.39,2024-11-04,15.66,27.47,2024-11-25,17.84,2024-02-07,39.74,38.87,2006-10-13,1.56,1980-03-27,1591.75
RJF,170.1,0.7,1.18,1.16,2024-11-27,170.1,103.75,159.0,142.79,125.76,77.78,3.25,1.91,1,0,170.1,2024-11-27,167.05,2024-11-25,1.83,170.1,2024-11-27,144.29,2024-11-01,17.89,170.1,2024-11-27,106.39,2024-08-05,51.47,170.1,2024-11-27,0.24,1984-12-17,28486.75
RL,222.67,-0.26,-0.57,0.62,2024-11-27,223.24,129.1,209.89,202.25,181.1,66.14,6.03,2.71,0,0,223.24,2024-11-26,220.0,2024-11-25,1.21,223.24,2024-11-26,197.66,2024-11-01,12.65,223.24,2024-11-26,136.84,2024-01-17,52.48,223.24,2024-11-26,13.25,2000-05-30,606.89
RMD,249.33,-0.26,-0.66,0.65,2024-11-27,256.07,157.73,243.74,242.03,215.11,58.11,5.31,2.13,0,0,249.99,2024-11-26,249.33,2024-11-27,-0.09,252.38,2024-11-08,231.43,2024-11-14,2.07,256.07,2024-10-25,165.79,2024-01-03,45.14,297.36,2021-09-08,0.64,1995-06-05,37009.58
ROK,294.95,-0.35,-1.05,0.64,2024-11-27,311.22,248.27,280.67,273.42,271.71,62.41,7.64,2.59,0,0,298.7,2024-11-25,294.95,2024-11-27,-1.26,298.7,2024-11-25,264.65,2024-11-04,9.76,307.22,2024-01-30,248.27,2024-08-05,-3.73,351.35,2021-12-15,6.28,1982-03-08,3502.44
ROL,51.16,-0.83,-0.43,2.31,2024-11-27,51.59,40.19,49.62,49.55,47.64,60.29,0.9,1.77,0,0,51.59,2024-11-26,51.16,2024-11-27,-0.14,51.59,2024-11-26,47.33,2024-11-01,8.09,51.59,2024-11-26,40.95,2024-02-20,18.23,51.59,2024-11-26,0.16,1980-03-27,26249.4
ROP,564.35,0.44,2.46,0.35,2024-11-27,576.55,510.82,555.94,552.95,546.95,57.43,8.97,1.59,0,0,564.35,2024-11-27,557.94,2024-11-25,1.15,572.26,2024-11-07,540.91,2024-11-01,4.33,576.55,2024-07-22,510.82,2024-05-02,5.59,576.55,2024-07-22,1.44,1992-07-22,27471.3
ROST,154.89,0.33,0.51,2.25,2024-11-27,155.25,127.68,143.05,145.31,143.75,70.16,3.86,2.49,1,0,154.89,2024-11-27,153.29,2024-11-25,1.04,154.89,2024-11-27,138.59,2024-11-06,10.59,155.25,2024-09-13,127.68,2024-05-02,12.5,155.25,2024-09-13,0.11,1987-10-27,27823.81
RSG,218.28,-0.21,-0.47,0.77,2024-11-27,218.75,159.93,209.5,205.53,195.87,68.74,3.31,1.52,0,0,218.75,2024-11-26,217.86,2024-11-25,0.19,218.75,2024-11-26,198.58,2024-11-01,9.92,218.75,2024-11-26,163.52,2024-01-05,32.34,218.75,2024-11-26,6.21,1999-10-21,1184.0
RTX,120.34,-0.22,-0.27,2.22,2024-11-27,127.21,80.28,120.54,122.25,109.09,47.59,2.24,1.86,0,0,120.61,2024-11-26,118.65,2024-11-25,1.42,124.56,2024-11-11,118.0,2024-11-04,1.34,127.21,2024-10-23,85.02,2024-01-22,41.21,127.21,2024-10-23,0.43,1973-12-13,18776.24
RVTY,116.23,1.01,1.16,0.62,2024-11-27,127.75,88.9,117.52,120.05,112.46,48.42,3.57,3.07,1,0,116.23,2024-11-27,114.66,2024-11-25,1.37,125.96,2024-11-05,109.47,2024-11-18,-3.97,127.75,2024-09-30,99.38,2024-04-18,5.25,201.06,2021-12-31,0.45,1974-09-12,12508.0
SBAC,228.51,0.85,1.92,0.37,2024-11-27,254.98,186.12,223.21,233.23,215.08,53.55,4.69,2.05,1,0,228.51,2024-11-27,225.98,2024-11-25,1.12,228.77,2024-11-04,218.47,2024-11-14,1.29,254.98,2024-01-02,186.12,2024-04-30,-10.38,389.02,2021-12-31,0.2,2002-10-14,2474.76
SBUX,101.51,0.82,0.83,4.85,2024-11-27,102.5,72.5,98.95,97.41,87.94,59.39,2.04,2.01,0,0,101.84,2024-11-25,100.68,2024-11-26,-0.32,102.5,2024-11-22,96.08,2024-11-06,2.67,102.5,2024-11-22,72.5,2024-05-07,8.37,126.06,2021-07-26,0.34,1992-06-26,30116.89
SCHW,82.6,0.43,0.35,2.72,2024-11-27,82.6,59.61,77.32,71.66,70.06,77.56,1.56,1.89,1,0,82.6,2024-11-27,81.77,2024-11-25,1.02,82.6,2024-11-27,70.94,2024-11-01,16.44,82.6,2024-11-27,61.74,2024-09-12,19.54,95.53,2022-01-14,0.13,1987-12-14,22708.86
SHW,393.96,-0.55,-2.18,1.89,2024-11-27,399.71,273.72,380.58,378.26,339.99,60.6,7.81,1.98,0,0,399.71,2024-11-25,393.96,2024-11-27,-1.44,399.71,2024-11-25,357.97,2024-11-01,10.05,399.71,2024-11-25,291.95,2024-06-07,29.21,399.71,2024-11-25,0.24,1980-03-27,138689.65
SIRI,26.62,1.14,0.3,2.85,2024-11-27,56.9,22.66,26.36,25.7,31.42,52.78,1.02,3.85,0,0,26.7,2024-11-25,26.32,2024-11-26,-0.3,27.65,2024-11-01,25.12,2024-11-18,-3.73,54.9,2024-01-02,22.66,2024-10-01,-51.51,665.0,2000-02-17,0.6,2009-02-11,-42.44
SJM,118.0,-1.74,-2.09,1.71,2024-11-27,133.74,106.92,113.54,116.39,116.75,57.98,3.06,2.6,0,0,120.09,2024-11-26,113.62,2024-11-25,3.85,120.09,2024-11-26,106.92,2024-11-15,4.5,133.74,2024-02-01,106.92,2024-11-15,-8.93,162.59,2023-01-06,15.0,2000-03-28,396.84
SLB,43.66,0.41,0.18,8.27,2024-11-27,55.22,39.57,42.82,42.93,46.42,54.32,1.01,2.32,0,0,43.75,2024-11-25,43.48,2024-11-26,-0.21,44.33,2024-11-12,39.76,2024-11-01,9.81,55.22,2024-04-01,39.57,2024-09-11,-16.01,117.95,2014-06-30,7.03,1986-08-01,212.55
